response_id,collection_date,urban_rural,education,income,Vote_Now,Past_Vote,CM_satisfaction,MLA_satisfaction,age,gender,assembly_no,category,weight
1264,5-24-2017,Rural,Post - Graduation,"₹ 5,000 - ₹ 10,000",Left Front,Left Front,Fully Dissatisfied,Somewhat Dissatisfied,29,Male,35,Gen,0.549575459
1265,5-24-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",RJD,Others,Somewhat Dissatisfied,Fully Dissatisfied,23,Male,34,BC,0.716548298
1266,5-24-2017,Rural,Post - Graduation,"₹ 80,000 - ₹ 1,50,000",RJD,RJD,Fully Dissatisfied,Somewhat Satisfied,37,Male,82,BC,1.328582935
1267,5-24-2017,Rural,Graduate,"₹ 30,000 - ₹ 50,000",VIP,JD(U),Somewhat Satisfied,Fully Dissatisfied,27,Male,135,EBC,2.816839764
1268,5-24-2017,Rural,Post - Graduation,"₹ 20,000 - ₹ 30,000",BJP,BJP,Somewhat Satisfied,Fully Satisfied,27,Male,139,BC,0.084203791
1269,5-24-2017,Urban,Graduate,"₹ 30,000 - ₹ 50,000",BJP,BJP,Somewhat Satisfied,Somewhat Satisfied,36,Male,83,Gen,0.040013272
1270,5-24-2017,Urban,Graduate,"BPL/Below ₹ 5,000",RJD,RJD,Fully Dissatisfied,Can’t say,26,Male,73,BC,0.455254669
1271,5-24-2017,Rural,Post - Graduation,"₹ 50,000 - ₹ 80,000",BJP,BJP,Somewhat Satisfied,Somewhat Satisfied,60,Male,70,Gen,0.643892074
1272,5-24-2017,Rural,Graduate,"₹ 1,50,000 & above",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,23,Male,139,Gen,0.100106672
1273,5-24-2017,Rural,Professional Education,"₹ 5,000 - ₹ 10,000",RJD,JD(U),Fully Satisfied,Fully Dissatisfied,24,Male,136,Gen,0.456117917
1274,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",Plurals,Did not vote,Fully Dissatisfied,Fully Dissatisfied,22,Male,78,Gen,0.032159004
1275,5-24-2017,Rural,10th Pass,"₹ 5,000 - ₹ 10,000",RJD,LJP,Somewhat Dissatisfied,Fully Dissatisfied,32,Male,132,Gen,0.915855504
1276,5-24-2017,Rural,Professional Education,"₹ 10,000 - ₹ 20,000",Undecided,JD(U),Somewhat Dissatisfied,Somewhat Satisfied,27,Male,139,Gen,0.124555953
1277,5-24-2017,Rural,12th Pass,"₹ 50,000 - ₹ 80,000",RJD,JD(U),Fully Dissatisfied,Fully Dissatisfied,21,Male,139,Gen,0.456117917
1278,5-24-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",BJP,Did not vote,Fully Satisfied,Fully Satisfied,20,Male,41,EBC,1.932278497
1279,5-24-2017,Rural,Graduate,"BPL/Below ₹ 5,000",RJD,BJP,Can’t say,Somewhat Dissatisfied,25,Male,32,BC,0.242005012
1280,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",RJD,JD(U),Fully Dissatisfied,Fully Dissatisfied,24,Male,38,EBC,0.456117917
1281,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",RJD,RJD,Fully Dissatisfied,Fully Dissatisfied,26,Male,86,BC,0.378972999
1282,5-24-2017,Rural,8th Pass,"₹ 5,000 - ₹ 10,000",NOTA,BJP,Somewhat Satisfied,Fully Dissatisfied,35,Male,33,SC,2.022878854
1283,5-24-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",RJD,RJD,Somewhat Satisfied,Fully Dissatisfied,27,Male,79,EBC,0.858039303
1284,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",BJP,BJP,Somewhat Satisfied,Somewhat Satisfied,32,Male,39,Gen,0.124555953
1285,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",RJD,RLSP,Somewhat Satisfied,Fully Dissatisfied,35,Male,35,EBC,0.811988879
1286,5-24-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",INC,Did not vote,Somewhat Satisfied,Fully Dissatisfied,23,Male,75,BC,1.067793323
1287,5-24-2017,Urban,Post - Graduation,"₹ 5,000 - ₹ 10,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,35,Male,133,Gen,1.618809822
1288,5-24-2017,Rural,Post - Graduation,"₹ 5,000 - ₹ 10,000",RJJP,Others,Fully Dissatisfied,Fully Dissatisfied,29,Male,134,Gen,0.549575459
1289,5-24-2017,Rural,8th Pass,"BPL/Below ₹ 5,000",BJP,JD(U),Somewhat Dissatisfied,Somewhat Dissatisfied,29,Male,38,Gen,0.040013272
1290,5-24-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",RJD,Did not vote,Fully Dissatisfied,Fully Satisfied,24,Male,137,BC,0.716548298
1291,5-24-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",RJD,Did not vote,Fully Dissatisfied,Can’t say,20,Male,87,BC,0.242005012
1292,5-24-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",Others,BJP,Somewhat Satisfied,Somewhat Satisfied,27,Male,132,Gen,0.070468596
1293,5-24-2017,Rural,10th Pass,"₹ 5,000 - ₹ 10,000",BJP,JD(U),Somewhat Satisfied,Fully Dissatisfied,51,Male,40,BC,0.435291546
1294,5-24-2017,Rural,Post - Graduation,"₹ 30,000 - ₹ 50,000",NOTA,Did not vote,Somewhat Dissatisfied,Somewhat Satisfied,24,Male,137,Gen,0.167693126
1295,5-24-2017,Rural,12th Pass,"₹ 20,000 - ₹ 30,000",BJP,BJP,Somewhat Dissatisfied,Somewhat Dissatisfied,20,Male,41,Gen,0.056636206
1296,5-24-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",BJP,BJP,Fully Satisfied,Fully Satisfied,31,Male,75,BC,1.47068989
1297,5-24-2017,Rural,Post - Graduation,"₹ 30,000 - ₹ 50,000",RJD,BJP,Fully Dissatisfied,Fully Dissatisfied,40,Male,135,Gen,0.074818347
1298,5-24-2017,Rural,Graduate,"₹ 1,50,000 & above",RJD,INC,Somewhat Satisfied,Fully Dissatisfied,27,Male,132,Gen,1.654730749
1299,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",INC,INC,Somewhat Satisfied,Fully Satisfied,44,Male,85,Gen,1.877421622
1300,5-24-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",RJD,JD(U),Fully Dissatisfied,Fully Dissatisfied,41,Female,40,BC,4.608881336
1301,5-24-2017,Rural,Graduate,"₹ 30,000 - ₹ 50,000",RJD,JD(U),Somewhat Satisfied,Fully Dissatisfied,24,Male,41,BC,1.182005883
1302,5-24-2017,Rural,Post - Graduation,"₹ 20,000 - ₹ 30,000",JAP(L),JD(U),Fully Dissatisfied,Fully Dissatisfied,44,Male,75,SC,6.011899752
1303,5-24-2017,Urban,Graduate,"₹ 5,000 - ₹ 10,000",JAP(L),JAP(L),Fully Dissatisfied,Fully Dissatisfied,25,Male,75,Gen,0.249894669
1304,5-24-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",RJD,INC,Fully Dissatisfied,Fully Satisfied,36,Male,32,BC,1.105967918
1305,5-24-2017,Rural,Graduate,"₹ 50,000 - ₹ 80,000",RJD,BJP,Fully Dissatisfied,Fully Satisfied,22,Male,85,BC,0.242005012
1306,5-24-2017,Rural,8th Pass,"BPL/Below ₹ 5,000",BJP,BSP,Can’t say,Can’t say,22,Male,35,SC,5.114132497
1307,5-24-2017,Rural,Graduate,"₹ 30,000 - ₹ 50,000",JD(U),LJP,Somewhat Satisfied,Somewhat Dissatisfied,28,Male,76,BC,6.646632097
1308,5-24-2017,Rural,Graduate,"BPL/Below ₹ 5,000",BJP,Did not vote,Somewhat Satisfied,Fully Dissatisfied,19,Male,73,BC,0.200378575
1309,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",BJP,RJD,Fully Dissatisfied,Somewhat Satisfied,30,Male,86,SC,1.442150562
1310,5-24-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",RJD,RJD,Somewhat Satisfied,Somewhat Dissatisfied,25,Male,83,BC,0.689613433
1311,5-24-2017,Rural,Post - Graduation,"₹ 5,000 - ₹ 10,000",JAP(L),INC,Fully Dissatisfied,Fully Satisfied,38,Male,81,Gen,1.654730749
1312,5-24-2017,Rural,10th Pass,"₹ 20,000 - ₹ 30,000",BJP,BJP,Somewhat Satisfied,Somewhat Dissatisfied,40,Male,70,Gen,0.091817155
1313,5-24-2017,Rural,Graduate,"BPL/Below ₹ 5,000",JD(U),JD(U),Somewhat Satisfied,Fully Dissatisfied,25,Male,76,EBC,3.413857846
1314,5-24-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",JAP(L),JD(U),Somewhat Satisfied,Fully Dissatisfied,25,Male,137,EBC,5.373607371
1315,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",RJD,RJD,Fully Dissatisfied,Fully Dissatisfied,20,Male,74,BC,0.365892022
1316,5-24-2017,Rural,Graduate,"₹ 80,000 - ₹ 1,50,000",BJP,RLSP,Somewhat Satisfied,Somewhat Dissatisfied,23,Male,140,BC,0.879551989
1317,5-24-2017,Rural,Graduate,"₹ 50,000 - ₹ 80,000",JAP(L),Did not vote,Somewhat Satisfied,Fully Dissatisfied,24,Male,41,EBC,1.932278497
1318,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",RJD,Did not vote,Somewhat Satisfied,Fully Satisfied,19,Male,36,Gen,0.689613433
1319,5-24-2017,Rural,Graduate,"₹ 50,000 - ₹ 80,000",BJP,BJP,Can’t say,Fully Dissatisfied,22,Male,82,BC,0.242005012
1320,5-24-2017,Rural,Graduate,"BPL/Below ₹ 5,000",BJP,BJP,Somewhat Dissatisfied,Fully Dissatisfied,31,Male,82,EBC,1.368901255
1321,5-24-2017,Urban,Post - Graduation,"₹ 80,000 - ₹ 1,50,000",Plurals,BJP,Somewhat Dissatisfied,Fully Dissatisfied,44,Male,73,Gen,3.144910986
1322,5-24-2017,Rural,Graduate,"BPL/Below ₹ 5,000",Others,JD(U),Somewhat Dissatisfied,Somewhat Dissatisfied,50,Male,34,EBC,8.252003979
1323,5-24-2017,Rural,Post - Graduation,"₹ 5,000 - ₹ 10,000",RJD,Did not vote,Fully Dissatisfied,Fully Dissatisfied,22,Male,138,BC,0.960400222
1324,5-24-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",NOTA,BJP,Fully Dissatisfied,Fully Dissatisfied,25,Male,41,EBC,0.652602318
1325,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",BJP,Did not vote,Somewhat Satisfied,Fully Dissatisfied,34,Male,39,BC,0.326825219
1326,5-24-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",BJP,Did not vote,Somewhat Satisfied,Fully Dissatisfied,20,Male,78,BC,0.242005012
1327,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",LJP,BJP,Somewhat Satisfied,Fully Dissatisfied,27,Male,35,SC,1.442150562
1328,5-24-2017,Rural,10th Pass,"₹ 1,50,000 & above",Undecided,RJD,Somewhat Dissatisfied,Fully Dissatisfied,30,Male,35,Gen,1.680349844
1329,5-24-2017,Rural,Post - Graduation,"BPL/Below ₹ 5,000",NOTA,BJP,Fully Dissatisfied,Somewhat Satisfied,24,Male,41,Gen,0.100106672
1330,5-24-2017,Urban,Post - Graduation,"₹ 1,50,000 & above",RJD,BJP,Fully Dissatisfied,Fully Dissatisfied,30,Male,83,BC,0.511411276
1331,5-24-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",Plurals,Did not vote,Fully Dissatisfied,Fully Dissatisfied,21,Male,85,Gen,0.265319689
1332,5-24-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",BJP,BJP,Somewhat Satisfied,Somewhat Satisfied,35,Male,35,Gen,0.124555953
1333,5-24-2017,Rural,10th Pass,"BPL/Below ₹ 5,000",RJJP,JD(U),Fully Dissatisfied,Fully Dissatisfied,42,Male,34,Gen,1.889087065
1334,5-24-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",Left Front,JD(U),Fully Dissatisfied,Fully Dissatisfied,21,Male,79,Gen,0.100106672
1335,5-24-2017,Rural,12th Pass,"₹ 30,000 - ₹ 50,000",JAP(L),Did not vote,Somewhat Dissatisfied,Fully Dissatisfied,19,Male,140,BC,0.716548298
1336,5-24-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",Left Front,BJP,Somewhat Satisfied,Fully Dissatisfied,60,Male,33,BC,2.643740893
1337,5-24-2017,Rural,8th Pass,"₹ 5,000 - ₹ 10,000",BJP,Did not vote,Can’t say,Can’t say,32,Male,135,BC,0.102792877
1338,5-24-2017,Rural,8th Pass,"BPL/Below ₹ 5,000",RJD,JD(U),Fully Dissatisfied,Fully Dissatisfied,24,Male,79,BC,0.716548298
1339,5-24-2017,Rural,Graduate,"₹ 1,50,000 & above",BJP,JD(U),Somewhat Satisfied,Fully Dissatisfied,46,Female,37,Gen,0.643892074
1340,5-24-2017,Rural,Post - Graduation,"₹ 1,50,000 & above",RJD,INC,Fully Dissatisfied,Somewhat Satisfied,28,Male,87,BC,0.301110451
1341,5-24-2017,Rural,12th Pass,"₹ 30,000 - ₹ 50,000",RJJP,NOTA,Fully Dissatisfied,Fully Dissatisfied,27,Male,138,Gen,0.074818347
1342,5-24-2017,Rural,12th Pass,"₹ 20,000 - ₹ 30,000",JD(U),RJD,Somewhat Dissatisfied,Fully Dissatisfied,36,Male,82,Gen,0.858039303
1343,5-24-2017,Urban,12th Pass,"₹ 5,000 - ₹ 10,000",RJD,JD(U),Fully Dissatisfied,Somewhat Satisfied,26,Male,83,EBC,2.771876519
1344,5-24-2017,Urban,Graduate,"₹ 5,000 - ₹ 10,000",BJP,JD(U),Somewhat Satisfied,Can’t say,26,Male,39,EBC,1.846658952
1345,5-24-2017,Rural,12th Pass,"₹ 10,000 - ₹ 20,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,28,Male,74,Gen,0.070468596
1346,5-24-2017,Rural,Graduate,"BPL/Below ₹ 5,000",RJD,RJD,Fully Dissatisfied,Fully Satisfied,25,Male,134,BC,0.365892022
1347,5-24-2017,Rural,Post - Graduation,"₹ 30,000 - ₹ 50,000",LJP,BJP,Somewhat Satisfied,Somewhat Satisfied,28,Female,36,Gen,0.124555953
1348,5-24-2017,Urban,Graduate,"₹ 5,000 - ₹ 10,000",JAP(L),BJP,Fully Dissatisfied,Fully Dissatisfied,20,Male,83,EBC,0.652602318
1349,5-24-2017,Rural,Graduate,"₹ 50,000 - ₹ 80,000",Undecided,Did not vote,Somewhat Satisfied,Fully Dissatisfied,19,Male,86,EBC,3.257555034
1350,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",RJD,Did not vote,Somewhat Dissatisfied,Fully Dissatisfied,24,Male,73,BC,0.242005012
1351,5-24-2017,Rural,Graduate,"₹ 30,000 - ₹ 50,000",NOTA,RJD,Somewhat Satisfied,Fully Dissatisfied,26,Male,33,BC,0.250656914
1352,5-24-2017,Rural,Graduate,"₹ 1,50,000 & above",BJP,Others,Fully Dissatisfied,Fully Dissatisfied,51,Male,35,Gen,0.386773487
1353,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",JAP(L),JD(U),Somewhat Satisfied,Fully Dissatisfied,24,Male,87,Gen,2.012518926
1354,5-24-2017,Rural,Professional Education,"₹ 5,000 - ₹ 10,000",RJD,JD(U),Fully Dissatisfied,Somewhat Satisfied,23,Male,73,BC,0.242005012
1355,5-24-2017,Rural,Post - Graduation,"₹ 5,000 - ₹ 10,000",BJP,RLSP,Somewhat Satisfied,Fully Dissatisfied,41,Male,134,EBC,7.076535839
1356,5-24-2017,Rural,8th Pass,"₹ 5,000 - ₹ 10,000",RJD,RJD,Fully Dissatisfied,Can’t say,23,Male,139,Gen,0.249894669
1357,5-24-2017,Urban,Graduate,"₹ 50,000 - ₹ 80,000",BJP,NOTA,Fully Dissatisfied,Fully Dissatisfied,29,Male,75,Gen,0.070468596
1358,5-24-2017,Rural,Graduate,"BPL/Below ₹ 5,000",RJD,RJD,Fully Dissatisfied,Somewhat Satisfied,25,Male,134,BC,0.110730774
1359,5-24-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",RJD,Did not vote,Fully Dissatisfied,Somewhat Satisfied,21,Male,85,EBC,1.663409712
1360,5-24-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",BJP,BJP,Somewhat Satisfied,Somewhat Satisfied,28,Male,39,SC,1.772196136
1361,5-24-2017,Urban,Post - Graduation,"₹ 10,000 - ₹ 20,000",RJD,JD(U),Fully Dissatisfied,Fully Dissatisfied,30,Male,133,BC,0.301110451
1362,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",NOTA,BJP,Fully Dissatisfied,Fully Dissatisfied,27,Male,85,Gen,6.686015822
1363,5-24-2017,Rural,Graduate,"₹ 1,50,000 & above",Plurals,JD(U),Somewhat Satisfied,Fully Satisfied,32,Male,35,Gen,0.608358764
1364,5-24-2017,Rural,8th Pass,"₹ 5,000 - ₹ 10,000",BJP,BJP,Somewhat Satisfied,Can’t say,30,Male,37,ST,0.268740446
1365,5-24-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",BJP,BJP,Somewhat Satisfied,Fully Satisfied,41,Male,136,Gen,0.643892074
1366,5-24-2017,Rural,Professional Education,"₹ 5,000 - ₹ 10,000",BJP,LJP,Somewhat Dissatisfied,Somewhat Dissatisfied,33,Male,70,Gen,0.070468596
1367,5-24-2017,Rural,Graduate,"₹ 30,000 - ₹ 50,000",RJD,RJD,Fully Dissatisfied,Fully Dissatisfied,43,Male,72,BC,1.556590651
1368,5-24-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,34,Male,37,Gen,0.070468596
1369,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",RJD,JD(U),Fully Dissatisfied,Fully Dissatisfied,21,Male,79,Gen,0.689613433
1370,5-24-2017,Rural,Post - Graduation,"₹ 5,000 - ₹ 10,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,27,Male,133,Gen,0.070468596
1371,5-24-2017,Urban,12th Pass,"₹ 10,000 - ₹ 20,000",LJP,BJP,Somewhat Satisfied,Fully Dissatisfied,31,Male,75,Gen,0.070468596
1372,5-24-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",RJD,JD(U),Fully Dissatisfied,Somewhat Satisfied,44,Male,36,BC,7.602732253
1373,5-24-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",RJD,RJD,Somewhat Satisfied,Fully Satisfied,39,Male,81,BC,0.455254669
1374,5-24-2017,Rural,10th Pass,"₹ 5,000 - ₹ 10,000",RJD,RJD,Fully Dissatisfied,Fully Dissatisfied,35,Others,136,EBC,1.19496097
1375,5-24-2017,Urban,12th Pass,"BPL/Below ₹ 5,000",RJJP,RLSP,Somewhat Dissatisfied,Can’t say,28,Male,134,Gen,0.124555953
1376,5-24-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",BJP,JD(U),Fully Dissatisfied,Fully Dissatisfied,39,Male,79,Gen,0.124555953
1377,5-24-2017,Urban,Post - Graduation,"₹ 1,50,000 & above",INC,RJD,Somewhat Satisfied,Fully Satisfied,53,Male,133,Gen,1.877421622
1378,5-24-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",JD(U),Did not vote,Fully Satisfied,Somewhat Dissatisfied,19,Male,135,BC,0.201455078
1379,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",JD(U),JD(U),Somewhat Satisfied,Fully Dissatisfied,24,Male,38,EBC,0.689613433
1380,5-24-2017,Rural,Professional Education,"₹ 30,000 - ₹ 50,000",BJP,BJP,Somewhat Satisfied,Somewhat Satisfied,71,Male,135,Gen,0.386773487
1381,5-24-2017,Rural,10th Pass,"₹ 10,000 - ₹ 20,000",LJP,JD(U),Somewhat Dissatisfied,Somewhat Satisfied,29,Male,38,SC,1.442150562
1382,5-24-2017,Rural,12th Pass,"₹ 10,000 - ₹ 20,000",BJP,Did not vote,Somewhat Satisfied,Somewhat Satisfied,19,Male,75,EBC,3.257555034
1383,5-24-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",LJP,BJP,Somewhat Satisfied,Fully Satisfied,47,Male,43,SC,7.455198175
1384,5-24-2017,Rural,12th Pass,"₹ 80,000 - ₹ 1,50,000",Undecided,Did not vote,Somewhat Satisfied,Fully Dissatisfied,23,Male,74,Gen,0.249894669
1385,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",RJD,JD(U),Fully Dissatisfied,Fully Dissatisfied,47,Male,135,BC,6.177351436
1386,5-24-2017,Rural,Graduate,"₹ 1,50,000 & above",BJP,JD(U),Somewhat Satisfied,Fully Dissatisfied,32,Male,132,Gen,0.520038387
1387,5-24-2017,Urban,Post - Graduation,"₹ 1,50,000 & above",AAP,RJD,Somewhat Satisfied,Fully Satisfied,32,Male,133,Gen,0.858039303
1388,5-24-2017,Rural,10th Pass,"BPL/Below ₹ 5,000",BJP,Did not vote,Somewhat Satisfied,Fully Dissatisfied,20,Male,33,EBC,0.052388237
1389,5-24-2017,Urban,Graduate,"BPL/Below ₹ 5,000",RJD,NOTA,Somewhat Satisfied,Somewhat Satisfied,21,Male,73,BC,1.067793323
1390,5-24-2017,Rural,Post - Graduation,"₹ 50,000 - ₹ 80,000",RJD,RJD,Fully Dissatisfied,Somewhat Dissatisfied,32,Male,134,BC,0.455254669
1391,5-24-2017,Urban,Graduate,"₹ 1,50,000 & above",BJP,BJP,Somewhat Satisfied,Somewhat Satisfied,32,Male,83,Gen,0.074818347
1392,5-24-2017,Rural,Post - Graduation,"BPL/Below ₹ 5,000",BJP,BJP,Somewhat Dissatisfied,Fully Dissatisfied,35,Male,82,BC,0.301110451
1393,5-24-2017,Rural,Post - Graduation,"₹ 20,000 - ₹ 30,000",RJD,JD(U),Somewhat Satisfied,Fully Dissatisfied,35,Male,72,BC,1.47068989
1394,5-24-2017,Rural,Post - Graduation,"₹ 5,000 - ₹ 10,000",RJD,JD(U),Fully Dissatisfied,Somewhat Satisfied,33,Male,134,Gen,0.124555953
1395,5-24-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",BJP,JD(U),Somewhat Dissatisfied,Somewhat Satisfied,27,Male,73,Gen,0.124555953
1396,5-24-2017,Rural,Post - Graduation,"₹ 5,000 - ₹ 10,000",BJP,JD(U),Somewhat Satisfied,Fully Dissatisfied,28,Male,39,BC,0.411269896
1397,5-24-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",INC,INC,Fully Dissatisfied,Fully Dissatisfied,23,Male,74,Gen,0.291884987
1398,5-24-2017,Rural,Graduate,"₹ 1,50,000 & above",RJD,JD(U),Somewhat Dissatisfied,Fully Dissatisfied,56,Male,79,Gen,4.435634679
1399,5-24-2017,Rural,Post - Graduation,"₹ 1,50,000 & above",RJD,NOTA,Fully Dissatisfied,Fully Dissatisfied,48,Male,75,Gen,1.906488492
1400,5-24-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",NOTA,JD(U),Fully Dissatisfied,Somewhat Satisfied,19,Male,43,Gen,0.056636206
1401,5-24-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",BJP,BJP,Fully Satisfied,Fully Dissatisfied,34,Male,85,Gen,0.091817155
1402,5-24-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",NOTA,Did not vote,Fully Dissatisfied,Fully Dissatisfied,21,Male,36,Gen,0.296404048
1403,5-24-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",RJD,NOTA,Fully Dissatisfied,Fully Dissatisfied,20,Male,132,BC,0.716548298
1404,5-24-2017,Urban,Professional Education,"BPL/Below ₹ 5,000",BJP,BJP,Somewhat Satisfied,Fully Satisfied,30,Male,83,Gen,0.040013272
1405,5-24-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",BJP,JD(U),Somewhat Satisfied,Can’t say,32,Male,134,Gen,0.040013272
1406,5-24-2017,Rural,Post - Graduation,"₹ 10,000 - ₹ 20,000",NOTA,NOTA,Fully Dissatisfied,Fully Dissatisfied,30,Male,73,BC,0.891552532
1407,5-24-2017,Rural,Post - Graduation,"₹ 5,000 - ₹ 10,000",RJD,Did not vote,Fully Dissatisfied,Fully Dissatisfied,25,Male,44,BC,0.705623597
1408,5-24-2017,Rural,Post - Graduation,"BPL/Below ₹ 5,000",BJP,BJP,Fully Dissatisfied,Fully Dissatisfied,25,Male,139,Gen,0.080726395
1409,5-24-2017,Rural,Graduate,"₹ 30,000 - ₹ 50,000",Undecided,JD(U),Fully Dissatisfied,Fully Dissatisfied,25,Male,72,Gen,0.056636206
1410,5-24-2017,Rural,Graduate,"BPL/Below ₹ 5,000",BJP,BJP,Fully Dissatisfied,Fully Dissatisfied,34,Male,79,Gen,0.124555953
1411,5-24-2017,Rural,Post - Graduation,"₹ 30,000 - ₹ 50,000",HAM,RJD,Somewhat Satisfied,Fully Dissatisfied,25,Male,134,BC,0.960400222
1412,5-24-2017,Rural,Graduate,"BPL/Below ₹ 5,000",NOTA,Did not vote,Fully Dissatisfied,Fully Dissatisfied,24,Male,134,EBC,0.460029116
1413,5-24-2017,Rural,8th Pass,"BPL/Below ₹ 5,000",Others,RJD,Fully Dissatisfied,Somewhat Satisfied,45,Male,81,Gen,8.554131577
1414,5-24-2017,Rural,Professional Education,"₹ 5,000 - ₹ 10,000",AAP,Did not vote,Somewhat Satisfied,Fully Dissatisfied,31,Male,133,BC,0.742165559
1415,5-24-2017,Rural,Post - Graduation,"₹ 1,50,000 & above",RJD,BJP,Fully Dissatisfied,Fully Dissatisfied,32,Male,135,Gen,0.124555953
1416,5-24-2017,Rural,Post - Graduation,"₹ 5,000 - ₹ 10,000",JD(U),JD(U),Fully Satisfied,Somewhat Satisfied,34,Male,138,BC,0.511411276
1417,5-24-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",BJP,BJP,Somewhat Satisfied,Somewhat Dissatisfied,25,Male,134,Gen,0.060132137
1418,5-24-2017,Urban,Graduate,"₹ 20,000 - ₹ 30,000",JD(U),BJP,Somewhat Satisfied,Somewhat Satisfied,31,Male,36,BC,1.368901255
1419,5-24-2017,Urban,12th Pass,"BPL/Below ₹ 5,000",NOTA,Did not vote,Somewhat Satisfied,Fully Dissatisfied,24,Male,139,Gen,1.301051123
1420,5-24-2017,Rural,Graduate,"BPL/Below ₹ 5,000",BJP,JD(U),Fully Dissatisfied,Fully Dissatisfied,32,Male,73,Gen,0.124555953
1421,5-24-2017,Urban,12th Pass,"₹ 10,000 - ₹ 20,000",RJD,JD(U),Fully Dissatisfied,Somewhat Satisfied,19,Male,75,Gen,0.689613433
1422,5-24-2017,Rural,Graduate,"BPL/Below ₹ 5,000",VIP,BJP,Fully Dissatisfied,Fully Satisfied,26,Male,85,EBC,0.70979715
1423,5-24-2017,Rural,Graduate,"₹ 80,000 - ₹ 1,50,000",NOTA,BJP,Somewhat Satisfied,Can’t say,24,Male,87,Gen,0.060132137
1424,5-24-2017,Rural,Post - Graduation,"₹ 10,000 - ₹ 20,000",JD(U),Did not vote,Fully Satisfied,Can’t say,32,Male,133,BC,0.742165559
1425,5-24-2017,Rural,Post - Graduation,"BPL/Below ₹ 5,000",RJD,JD(U),Fully Dissatisfied,Fully Satisfied,26,Male,76,BC,1.328582935
1426,5-24-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",JAP(L),JAP(L),Somewhat Satisfied,Can’t say,22,Male,73,BC,0.123112821
